Character,Line
Leslie Knope,"Not only was Coconut a friend, but she was also a lover."
Leslie Knope,Our deepest sympathy is with you.
Leslie Knope,No way.
Leslie Knope,That guy left?
Leslie Knope,What a Okay.
Leslie Knope,Start the video presentation.
Leslie Knope,I'll deal with it.
Leslie Knope,"Jerry, I need you to go get some propane."
Leslie Knope,"No one wants you to read a poem, okay, Jerry?"
Leslie Knope,"What everyone wants, what Li'I Sebastian wants, is for you to get propane."
Leslie Knope,We'd like to encourage everyone to buy our merchandise.
Leslie Knope,"All the proceeds will go towards Li'I Sebastian's favorite charity, the Afghan Institute of Learning."
Leslie Knope,"Next, we have a special musical tribute by Mr."
Leslie Knope,Andy Dwyer.
Leslie Knope,"Because Joe from sewage had to hand out the armbands, and Perd had to fill in for Mortenson, and Mortenson had to fill in for Howser."
Leslie Knope,Because Donna's reading Jerry's Italian poem.
Leslie Knope,This is sort of a mess.
Leslie Knope,"No, it's okay, we're--"
Leslie Knope,Because you are doing something better.
Leslie Knope,"You are lighting the memorial flame, which is the greatest honor of all."
Leslie Knope,"I saved it for you, Ron."
Leslie Knope,"A very nosy maintenance worker, and we talked to him, and now we're all friends, and he's not gonna tell on us."
Leslie Knope,Thank God.
Leslie Knope,"Hey, Jerry, you put propane in the eternal flame, right?"
Leslie Knope,Huh?
Leslie Knope,Oh!
Leslie Knope,We planned that!
Leslie Knope,"Wow, wow!"
Leslie Knope,We planned that.
Leslie Knope,Ron Swanson loves his facial hair.
Leslie Knope,And we burned it off.
Leslie Knope,"This thing that we're doing, it's unsustainable."
Leslie Knope,What?
Leslie Knope,No.
Leslie Knope,I like you.
Leslie Knope,What?
Leslie Knope,No.
Leslie Knope,I like my job.
Leslie Knope,"Okay, operation shutdown."
Leslie Knope,No more secret handholding.
Leslie Knope,No more smooching in Ann's office.
Leslie Knope,"In fact, when we're at work, we just shouldn't talk to each other at all."
Leslie Knope,I know.
Leslie Knope,But it's worth the risk if I can be with you.
Leslie Knope,What are you doing?
Leslie Knope,Are you kidding me?
Leslie Knope,Yes.
Leslie Knope,Sure.
Leslie Knope,I'm glad.
Leslie Knope,'Cause it was planned.
Leslie Knope,"Well, a lot of people contributed to that."
Leslie Knope,Thank you.
Leslie Knope,Oh.
Leslie Knope,Wow.
Leslie Knope,Which office in particular?
Leslie Knope,"Absotootly, I am."
Leslie Knope,Very sorry that I just used that word.
Leslie Knope,But yes.
Leslie Knope,I just I've dreamed about this moment for a long time.
Leslie Knope,Would I have to quit my job?
Leslie Knope,Of course.
Leslie Knope,Nope.
Leslie Knope,Yes.
Leslie Knope,Absotootly I am.
Leslie Knope,Very sorry that I just used that word.
Leslie Knope,Nope.
Leslie Knope,They want me to run for office.
Leslie Knope,"I know, right?"
Leslie Knope,Yea.
Leslie Knope,Yea!
Leslie Knope,Yea!
Leslie Knope,I don't know.
Leslie Knope,I think it's gonna be really bad.
Leslie Knope,"Yes, please."
Leslie Knope,Yea.
Leslie Knope,Just one second.
Leslie Knope,"Ron, hey!"
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,"Whoa, whoa, whoa!"
Leslie Knope,Ron!
Leslie Knope,"Ron, Ron, Ron, Ron, Ron!"
Leslie Knope,What's going on?
Leslie Knope,"Yeah, I saw her in the courtyard."
Leslie Knope,Ah!
Leslie Knope,So did you get a chance to look at my sample position papers?
Leslie Knope,How do you feel about my stance on Egyptian debt relief?
Leslie Knope,Thank you.
Leslie Knope,My strategy is to win.
Leslie Knope,I've been dreaming about running for public office my whole life.
Leslie Knope,"While other girls were playing with Barbies, I was playing with a Geraldine Ferraro action figure that I made myself from a picture of her that I glued onto a popsicle stick."
Leslie Knope,"Okay, I'm looking forward to it."
Leslie Knope,Hey!
Leslie Knope,Uh Lady just ladies.
Leslie Knope,Meeting for the ladies' yacht club.
Leslie Knope,"Anchors away, ladies."
Leslie Knope,Just don't
Leslie Knope,"After I tell him, I'm running for office, we're gonna have to break up."
Leslie Knope,"Ann, you beautiful, naive, sophisticated, newborn baby."
Leslie Knope,"Before, if people found out, we would maybe lose our jobs."
Leslie Knope,"Now, if people find out, it's gonna be a major scandal."
Leslie Knope,My campaign will be over before it begins.
Leslie Knope,I have a plan.
Leslie Knope,And it's really good.
Leslie Knope,I'm gonna postpone telling him until you figure out what I'm supposed to do.
Leslie Knope,So get crackin'.
Leslie Knope,Fine!
Leslie Knope,I'll do it.
Leslie Knope,"God, who keeps emailing me?"
Leslie Knope,A penis.
Leslie Knope,Whoever this is sent it to every woman in the entire government.
Leslie Knope,"No, Andy, he did it on purpose."
Leslie Knope,Hioh!
Leslie Knope,"Oh, yeah."
Leslie Knope,"Well, frankly, Perd, it's not that big a deal."
Leslie Knope,If you know what I mean.
Leslie Knope,"When men in government behave this way, they betray the public's trust."
Leslie Knope,Maybe it's time for more women to be in charge.
Leslie Knope,How was that?
Leslie Knope,Was that okay?
Leslie Knope,Friday.
Leslie Knope,In three months.
Leslie Knope,"No, yeah."
Leslie Knope,"Yes, it is great."
Leslie Knope,"Okay, we'll do that then now soon."
Leslie Knope,"And, um, I just have something I've been postponing for a while that I need to do, but I'll do it now."
Leslie Knope,Great.
Leslie Knope,Yea.
Leslie Knope,Ben?
Leslie Knope,Ben?
Leslie Knope,I need to talk to you.
Leslie Knope,"Oh, my God, that's horrible."
Leslie Knope,Or good full disclosure.
Leslie Knope,I didn't listen to what you just said.
Leslie Knope,I need to talk to you about something
Leslie Knope,"Bad, really bad."
Leslie Knope,"Well, I started crying because he gave me an eclair."
Leslie Knope,And then we made out and spent the night together.
Leslie Knope,"But this morning in the cold light of day, I cooked breakfast and we made out some more."
Leslie Knope,"He gave me an eclair, Ann!"
Leslie Knope,"Before I do this, is there any possible way that we could still keep dating?"
Leslie Knope,Which is out of the question.
Leslie Knope,Do you need to get that?
Leslie Knope,Yeah.
Leslie Knope,Okay.
Leslie Knope,"Yes, and I'm gonna be direct and honest with you."
Leslie Knope,I would like a glass of red wine and I'll take the cheapest one you have because I can't tell the difference.
Leslie Knope,Okay.
Leslie Knope,Here's the deal.
Leslie Knope,"I really, really like you."
Leslie Knope,I highly doubt that.
Leslie Knope,"Oh, I don't."
Leslie Knope,No.
Leslie Knope,What is this?
Leslie Knope,Is this jewelry?
Leslie Knope,No.
Leslie Knope,"Oh, I need to go to Another place."
Leslie Knope,"I'm gonna go to the bathroom the Whiz Palace, as we like to call it here and I'm going to be back and I'm not gonna split."
Leslie Knope,I'm here for you because we need to talk about stuff.
Leslie Knope,Okay?
Leslie Knope,Wait Ron.
Leslie Knope,Running away from my problems.
Leslie Knope,"Ok, so here's what's going on."
Leslie Knope,"Friday, I'm supposed to announce that I'm running for City Council, and I haven't told Ben yet."
Leslie Knope,"I know I said that we broke up, but we couldn't."
Leslie Knope,We're still dating.
Leslie Knope,"But now I have to break up with him for real, but I don't wanna break up with him because he's so cute."
Leslie Knope,He's so nice.
Leslie Knope,I didn't even ask you last night.
Leslie Knope,What is going on with Tammy one?
Leslie Knope,Oh.
Leslie Knope,I'd really love to shoot a gun right now.
Leslie Knope,I might not win.
Leslie Knope,I might not run.
Leslie Knope,"I figure we build a fire, roast the fish we shot, and make s'mores."
Leslie Knope,I do.
Leslie Knope,I always carry emergency s'more rations in my car.
Leslie Knope,"Given your hunting abilities and my chocolate supply, I figure we could stay up here for two three years."
Leslie Knope,That's awful.
Leslie Knope,You only have nine toes?
Leslie Knope,Especially if you only have nine toes.
Leslie Knope,Sorry.
Leslie Knope,That was uncalled for.
Leslie Knope,"Yeah, City Council."
Leslie Knope,Thank you.
Leslie Knope,I think that's premature.
Leslie Knope,"Sure, yeah."
Leslie Knope,"Tomorrow, there will be a 300 page orientation booklet as well as a dozen homemade cookies in the shape of your face."
Leslie Knope,But today There's something else I have to do.
Leslie Knope,"I know I've been acting really weird lately, and, um, I really like you."
Leslie Knope,"What I'm about to say is gonna contradict the idea that I really like you, but that won't change"
Leslie Knope,"Please stop bringing out the box, okay?"
Leslie Knope,"You're being really nice, and what I'm about to say is gonna make you hate me."
Leslie Knope,Wow.
Leslie Knope,You knew?
Leslie Knope,Why? Why do we have to break up?
Leslie Knope,But I really like sleeping with my boss.
Leslie Knope,How did you figure it out?
Leslie Knope,"Yeah, but I covered that pretty well."
Leslie Knope,Did I have a good opening line?
Leslie Knope,"Friends, honored guests, Pawneeans."
Leslie Knope,"I am Leslie Knope, and I am running for City Council."
Leslie Knope,"Ok guys, a Battle Royale is coming up."
Leslie Knope,"Every department, in one room, arguing for more money."
Leslie Knope,Budgetary Thunder Dome.
Leslie Knope,"So uhm, make a list of why other departments suck and I gonna get the secret weapon."
Leslie Knope,Our secret weapon in this budgetary battle Ron.
Leslie Knope,"Every time another department asks for more money, he just stares them down until they back off and/or wet themselves."
Leslie Knope,"Hey, who's ready to get what are you doing?"
Leslie Knope,No!
Leslie Knope,Your worst nightmare.
Leslie Knope,"Ron, this is a federal tax audit."
Leslie Knope,You could go to jail.
Leslie Knope,"Jail, Ron."
Leslie Knope,"Ron, jail."
Leslie Knope,"Jail, Ron, jail."
Leslie Knope,You could go to jail.
Leslie Knope,"Jail, jail, jail."
Leslie Knope,"Andy, April!"
Leslie Knope,Grab your calculators.
Leslie Knope,Settle in.
Leslie Knope,"Operation ""Rescue Ron"" is starting."
Leslie Knope,Don't worry.
Leslie Knope,I will think of a better name for it by tomorrow.
Leslie Knope,"Ron, most of these aren't even receipts."
Leslie Knope,"This one says, ""I bought supplies. 2007."""
Leslie Knope,"Well, looks like we have some actual receipts here."
Leslie Knope,"Same amount, every month."
Leslie Knope,What's this?
Leslie Knope,How did you meet Tammy One?
Leslie Knope,"Oh, my God."
Leslie Knope,"Oh, my God."
Leslie Knope,I don't believe we've met.
Leslie Knope,"I am Leslie Knope, deputy"
Leslie Knope,Yes?
Leslie Knope,"Oh, II'm just wondering how long that's going to take, because Ron and I have a very important meeting together."
Leslie Knope,It's called the Battle Royale.
Leslie Knope,It's super fun.
Leslie Knope,I'll I'll head down to payroll.
Leslie Knope,"Yes, ma'am."
Leslie Knope,"Good morning, sir."
Leslie Knope,How can I help you?
Leslie Knope,Ron?
Leslie Knope,Your moustache fell off.
Leslie Knope,What is going on?
Leslie Knope,Where's Tammy One?
Leslie Knope,Oh.
Leslie Knope,That's great.
Leslie Knope,And how is that gonna help?
Leslie Knope,"Ron, what is this memo you sent to me?"
Leslie Knope,You're not going to the battle royale?
Leslie Knope,"Okay, first of all, it's disturbing that you wrote a memo, at all."
Leslie Knope,But you love arguing against government spending.
Leslie Knope,Why do you not wanna do it now?
Leslie Knope,You and I are going to lunch.
Leslie Knope,We have to talk.
Leslie Knope,"Oh, come on."
Leslie Knope,You're going to lunch with me.
Leslie Knope,I say you can go.
Leslie Knope,"Oh, my God."
Leslie Knope,"When Ron falls for Tammy Two, he turns into a demonic sex maniac."
Leslie Knope,But this?
Leslie Knope,Neutered wimp?
Leslie Knope,This is worse.
Leslie Knope,"Operation ""Golden Dove"" is in trouble."
Leslie Knope,"Ron, there are some things I want to speak to you about but I'm not quite sure how to phrase them."
Leslie Knope,I was hoping to speak with Ron alone.
Leslie Knope,"Huh, okay."
Leslie Knope,Then I'll say it to her.
Leslie Knope,"You're evil, and you need to go."
Leslie Knope,"Okay, you know what?"
Leslie Knope,Let's cut the crap.
Leslie Knope,Is this audit even real?
Leslie Knope,You gold digger.
Leslie Knope,You're literally a gold digger.
Leslie Knope,"Basically, we're being attacked by Godzilla."
Leslie Knope,"And to beat Godzilla, we need Mothra."
Leslie Knope,No offense.
Leslie Knope,"Listen, we need you to break Ron from her spell."
Leslie Knope,"Can't you just move your butt around, or wear a dress made out of meat?"
Leslie Knope,"Oh, my God."
Leslie Knope,"Oh, wow."
Leslie Knope,Is this Ron?
Leslie Knope,Why do you have so many guns?
Leslie Knope,Yes.
Leslie Knope,Welcome to the Battle Royale.
Leslie Knope,Right here.
Leslie Knope,Right now.
Leslie Knope,"Operation ""Soaring Falcon"" is in its final stages."
Leslie Knope,"Wait, what? That wasn't the deal."
Leslie Knope,"Pour me one, too, then."
Leslie Knope,Let me in here.
Leslie Knope,"I'm gonna join you and if I win, Ron stays here with us."
Leslie Knope,Poison! Ugh! I made a mistake.
Leslie Knope,I made a mistake.
Leslie Knope,Not meven clarse.
Leslie Knope,Marvin clods.
Leslie Knope,Glenn Close.
Leslie Knope,"Shh! Go to bed, Jimmy."
Leslie Knope,Wrah! I can't feel my face.
Leslie Knope,My face is numb.
Leslie Knope,What is that?
Leslie Knope,"Everybody prance, now! prance, prance, prance, prance, prance, prance"
Leslie Knope,Ah.
Leslie Knope,"Ron, your family's weird."
Leslie Knope,I wrote a book.
Leslie Knope,The first historical guide to Pawnee.
